# wolfy english lexicon v1
# generated	2026-08-22
# source	Princeton WordNet 3.0 — леммы и таблицы исключений (*.exc)
# source	Brown Corpus (NLTK, universal tagset) — частотность и служебные части речи
# note	уровень CEFR выведен из частотности, официальной разметкой не является
# words	77675
# irregular	4377
# top	0
W	activist	an	0.0	C2
W	activistic	a	0.0	C2
W	activity	n	5.0	A2
W	actomyosin	n	0.0	C2
W	actor	n	4.3	B1
W	actress	n	3.7	B2
W	acts	n	4.5	B1
W	actual	a	4.9	A2
W	actualisation	n	0.0	C2
W	actualise	v	0.0	C2
W	actuality	n	3.8	B2
W	actualization	n	0.0	C2
W	actualize	v	0.0	C2
W	actually	r	5.2	A2
W	actuarial	a	2.9	C2
W	actuary	n	0.0	C2
W	actuate	v	2.9	C2
W	actuated	a	3.2	C1
W	actuating	a	0.0	C2
W	actuation	n	0.0	C2
W	actuator	n	0.0	C2
W	acuate	a	0.0	C2
W	acuity	n	0.0	C2
W	acular	n	0.0	C2
W	aculea	n	0.0	C2
W	aculeate	a	0.0	C2
W	aculeated	a	0.0	C2
W	aculeus	n	0.0	C2
W	acumen	n	2.9	C2
W	acuminate	av	0.0	C2
W	acupressure	n	0.0	C2
W	acupuncture	n	0.0	C2
W	acute	an	4.0	B2
W	acutely	r	3.6	B2
W	acuteness	n	0.0	C2
W	acyclic	a	0.0	C2
W	acyclovir	n	0.0	C2
W	acyl	n	0.0	C2
W	acylation	n	0.0	C2
W	acylglycerol	n	0.0	C2
W	ad	nr	4.0	B2
W	ada	n	4.2	B1
W	adactylia	n	0.0	C2
W	adactylism	n	0.0	C2
W	adactylous	a	0.0	C2
W	adactyly	n	0.0	C2
W	adad	n	0.0	C2
W	adage	n	3.4	C1
W	adagio	anr	3.4	C1
W	adalia	n	0.0	C2
W	adam	n	4.6	B1
W	adamance	n	0.0	C2
W	adamant	an	3.6	B2
W	adamantine	a	0.0	C2
W	adamantly	r	2.9	C2
W	adams	n	4.6	B1
W	adana	n	0.0	C2
W	adansonia	n	0.0	C2
W	adapa	n	0.0	C2
W	adapid	n	0.0	C2
W	adapin	n	0.0	C2
W	adapt	v	3.6	B2
W	adaptability	n	0.0	C2
W	adaptable	a	3.2	C1
W	adaptation	n	3.9	B2
W	adaptational	a	0.0	C2
W	adaptative	a	0.0	C2
W	adapted	a	4.0	B2
W	adapter	n	2.9	C2
W	adaption	n	0.0	C2
W	adaptive	a	0.0	C2
W	adaptor	n	0.0	C2
W	adar	n	0.0	C2
W	adaxial	a	0.0	C2
W	adaxially	r	0.0	C2
W	add	nv	4.9	A2
W	addable	a	0.0	C2
W	addax	n	0.0	C2
W	addend	n	0.0	C2
W	addendum	n	0.0	C2
W	adder	n	0.0	C2
W	addible	a	0.0	C2
W	addict	nv	2.9	C2
W	addicted	a	3.4	C1
W	addiction	n	3.4	C1
W	addictive	a	0.0	C2
W	addition	n	5.1	A2
W	additional	a	5.0	A2
W	additionally	r	3.6	B2
W	additive	an	3.4	C1
W	addle	v	0.0	C2
W	addlebrained	a	0.0	C2
W	addled	a	0.0	C2
W	addlehead	n	0.0	C2
W	addlepated	a	0.0	C2
W	address	nv	4.8	A2
W	addressable	a	0.0	C2
W	addressed	a	4.2	B1
W	addressee	n	0.0	C2
W	addressograph	n	0.0	C2
W	adduce	v	2.9	C2
W	adducent	a	0.0	C2
W	adducer	n	0.0	C2
W	adducing	n	0.0	C2
W	adduct	nv	0.0	C2
W	adducting	a	0.0	C2
W	adduction	n	0.0	C2
W	adductive	a	0.0	C2
W	adductor	n	0.0	C2
W	ade	n	2.9	C2
W	adelaide	n	0.0	C2
W	adelges	n	0.0	C2
W	adelgid	n	0.0	C2
W	adelgidae	n	0.0	C2
W	adelie	n	0.0	C2
W	aden	n	0.0	C2
W	adenanthera	n	0.0	C2
W	adenauer	n	3.5	C1
W	adenine	n	0.0	C2
W	adenitis	n	0.0	C2
W	adenium	n	0.0	C2
W	adenocarcinoma	n	0.0	C2
W	adenocarcinomatous	a	0.0	C2
W	adenohypophysis	n	0.0	C2
W	adenoid	an	0.0	C2
W	adenoidal	a	0.0	C2
W	adenoidectomy	n	0.0	C2
W	adenoma	n	0.0	C2
W	adenomegaly	n	0.0	C2
W	adenomyosarcoma	n	0.0	C2
W	adenomyosis	n	0.0	C2
W	adenopathy	n	0.0	C2
W	adenosine	n	0.0	C2
W	adenosis	n	0.0	C2
W	adenota	n	0.0	C2
W	adenovirus	n	0.0	C2
W	adept	an	3.5	C1
W	adeptness	n	0.0	C2
W	adequacy	n	3.4	C1
W	adequate	a	4.8	A2
W	adequately	r	4.1	B2
W	adequateness	n	0.0	C2
W	adermin	n	0.0	C2
W	adesite	n	0.0	C2
W	adh	n	0.0	C2
W	adhd	n	0.0	C2
W	adhere	v	3.5	C1
W	adherence	n	3.9	B2
W	adherent	an	3.2	C1
W	adhesion	n	3.2	C1
W	adhesive	an	3.7	B2
W	adhesiveness	n	0.0	C2
W	adhocracy	n	0.0	C2
W	adiabatic	a	0.0	C2
W	adiantaceae	n	0.0	C2
W	adiantum	n	0.0	C2
W	adience	n	0.0	C2
W	adient	a	0.0	C2
W	adieu	n	2.9	C2
W	adige	n	0.0	C2
W	adios	n	3.7	B2
W	adipose	a	0.0	C2
W	adiposeness	n	0.0	C2
W	adiposis	n	0.0	C2
W	adiposity	n	0.0	C2
W	adirondacks	n	2.9	C2
W	adit	n	0.0	C2
W	aditi	n	0.0	C2
W	aditya	n	0.0	C2
W	adjacency	n	0.0	C2
W	adjacent	a	4.0	B2
W	adjectival	a	3.4	C1
W	adjectivally	r	0.0	C2
W	adjective	an	3.2	C1
W	adjectively	r	0.0	C2
W	adjoin	v	0.0	C2
W	adjourn	v	0.0	C2
W	adjournment	n	3.5	C1
W	adjudge	v	0.0	C2
W	adjudicate	v	2.9	C2
W	adjudication	n	3.5	C1
W	adjudicative	a	0.0	C2
W	adjudicator	n	0.0	C2
W	adjudicatory	a	0.0	C2
W	adjunct	an	3.7	B2
W	adjunction	n	0.0	C2
W	adjunctive	a	0.0	C2
W	adjuration	n	0.0	C2
W	adjuratory	a	0.0	C2
W	adjure	v	0.0	C2
W	adjust	v	4.1	B2
W	adjustable	a	3.2	C1
W	adjusted	a	4.5	B1
W	adjuster	n	0.0	C2
W	adjustive	a	0.0	C2
W	adjustment	n	4.5	B1
W	adjustor	n	0.0	C2
W	adjutant	n	0.0	C2
W	adjuvant	an	0.0	C2
W	adlumia	n	0.0	C2
W	adman	n	0.0	C2
W	admass	n	0.0	C2
W	admeasure	v	0.0	C2
W	administer	v	3.4	C1
W	administrable	a	0.0	C2
W	administrate	v	0.0	C2
W	administration	n	5.1	A2
W	administrative	a	4.7	B1
W	administratively	r	2.9	C2
W	administrator	n	4.1	B2
W	administrivia	n	0.0	C2
W	admirability	n	0.0	C2
W	admirable	a	3.9	B2
W	admirableness	n	0.0	C2
W	admirably	r	3.7	B2
W	admiral	n	0.0	C2
W	admiralty	n	2.9	C2
W	admiration	n	3.9	B2
W	admire	v	3.9	B2
W	admired	a	4.2	B1
W	admirer	n	3.4	C1
W	admiringly	r	2.9	C2
W	admissibility	n	0.0	C2
W	admissible	a	3.9	B2
W	admission	n	4.5	B1
W	admissive	a	0.0	C2
W	admit	v	4.5	B1
W	admittable	a	0.0	C2
W	admittance	n	2.9	C2
W	admittedly	r	3.4	C1
W	admittible	a	0.0	C2
W	admix	v	0.0	C2
W	admixture	n	0.0	C2
W	admonish	v	0.0	C2
W	admonisher	n	0.0	C2
W	admonishing	a	2.9	C2
W	admonishment	n	0.0	C2
W	admonition	n	2.9	C2
W	admonitory	a	0.0	C2
W	adnate	a	0.0	C2
W	adnexa	n	0.0	C2
W	adnexal	a	0.0	C2
W	adnoun	n	0.0	C2
W	ado	n	3.5	C1
W	adobe	n	3.2	C1
W	adobo	n	0.0	C2
W	adolesce	v	0.0	C2
W	adolescence	n	4.2	B1
W	adolescent	an	4.0	B2
W	adonic	an	0.0	C2
W	adonis	n	2.9	C2
W	adopt	v	4.0	B2
W	adoptable	a	0.0	C2
W	adopted	a	4.6	B1
W	adoptee	n	0.0	C2
W	adopter	n	0.0	C2
W	adoption	n	4.0	B2
W	adoptive	a	0.0	C2
W	adorability	n	0.0	C2
W	adorable	a	3.4	C1
W	adorableness	n	0.0	C2
W	adorably	r	0.0	C2
W	adoration	n	0.0	C2
W	adore	v	3.2	C1
W	adored	a	3.2	C1
W	adorer	n	0.0	C2
W	adoring	a	0.0	C2
W	adoringly	r	0.0	C2
W	adorn	v	2.9	C2
W	adorned	a	2.9	C2
W	adornment	n	0.0	C2
W	adoxography	n	0.0	C2
W	adp	n	0.0	C2
W	adpressed	a	0.0	C2
W	adps	n	0.0	C2
W	adrenal	an	3.2	C1
W	adrenalectomy	n	0.0	C2
W	adrenalin	n	0.0	C2
W	adrenaline	n	0.0	C2
W	adrenarche	n	0.0	C2
W	adrenergic	an	0.0	C2
W	adrenocortical	a	0.0	C2
W	adrenocorticotrophic	a	0.0	C2
W	adrenocorticotrophin	n	0.0	C2
W	adrenocorticotropic	a	0.0	C2
W	adrenocorticotropin	n	0.0	C2
W	adrenosterone	n	0.0	C2
W	adrian	n	3.5	C1
W	adrianople	n	2.9	C2
W	adrianopolis	n	0.0	C2
W	adriatic	n	3.4	C1
W	adrift	ar	2.9	C2
W	adroit	a	2.9	C2
W	adroitly	r	0.0	C2
W	adroitness	n	2.9	C2
W	adscititious	a	0.0	C2
W	adscript	a	0.0	C2
W	adscripted	a	0.0	C2
W	adsorb	v	0.0	C2
W	adsorbable	a	0.0	C2
W	adsorbate	an	0.0	C2
W	adsorbent	an	0.0	C2
W	adsorption	n	0.0	C2
W	adsorptive	a	0.0	C2
W	adulate	v	0.0	C2
W	adulation	n	2.9	C2
W	adulator	n	0.0	C2
W	adulatory	a	0.0	C2
W	adult	an	4.3	B1
W	adulterant	an	0.0	C2
W	adulterate	av	0.0	C2
W	adulterated	a	2.9	C2
W	adulterating	a	0.0	C2
W	adulteration	n	0.0	C2
W	adulterator	n	0.0	C2
W	adulterer	n	0.0	C2
W	adulteress	n	0.0	C2
W	adulterine	a	0.0	C2
W	adulterous	a	2.9	C2
W	adulterously	r	0.0	C2
W	adultery	n	3.4	C1
W	adulthood	n	3.4	C1
W	adumbrate	v	0.0	C2
W	adumbration	n	0.0	C2
W	adumbrative	a	0.0	C2
W	adust	a	0.0	C2
W	advance	anv	4.7	B1
W	advanced	a	4.7	B1
W	advancement	n	3.9	B2
W	advancer	n	0.0	C2
W	advancing	a	3.5	C1
W	advantage	nv	4.8	A2
W	advantageous	a	3.6	B2
W	advantageously	r	2.9	C2
W	advantageousness	n	0.0	C2
W	advect	v	0.0	C2
W	advection	n	0.0	C2
W	advective	a	0.0	C2
W	advent	n	3.6	B2
W	adventism	n	0.0	C2
W	adventist	n	0.0	C2
W	adventitia	n	0.0	C2
W	adventitial	a	0.0	C2
W	adventitious	a	2.9	C2
W	adventive	a	0.0	C2
W	adventure	nv	4.1	B2
W	adventurer	n	0.0	C2
W	adventuresome	a	0.0	C2
W	adventuress	n	0.0	C2
W	adventurism	n	0.0	C2
W	adventuristic	a	0.0	C2
W	adventurous	a	3.6	B2
W	adventurousness	n	0.0	C2
W	adverb	n	2.9	C2
W	adverbial	an	3.2	C1
W	adverbially	r	0.0	C2
W	adversary	n	3.6	B2
W	adversative	a	0.0	C2
W	adverse	a	4.0	B2
W	adversely	r	3.4	C1
W	adversity	n	3.2	C1
W	advert	nv	0.0	C2
W	advertence	n	0.0	C2
W	advertency	n	0.0	C2
W	advertent	a	0.0	C2
W	advertently	r	0.0	C2
W	advertise	v	3.4	C1
W	advertised	a	3.9	B2
W	advertisement	n	3.2	C1
W	advertiser	n	2.9	C2
W	advertising	n	4.6	B1
W	advertize	v	0.0	C2
W	advertizement	n	0.0	C2
W	advertizer	n	0.0	C2
W	advertizing	n	0.0	C2
W	advertorial	n	0.0	C2
W	advice	n	4.7	B1
W	advil	n	0.0	C2
W	advisability	n	3.5	C1
W	advisable	a	2.9	C2
W	advise	v	3.9	B2
W	advised	a	4.5	B1
W	advisedly	r	2.9	C2
W	advisee	n	0.0	C2
W	advisement	n	3.2	C1
W	adviser	n	3.7	B2
W	advisor	n	2.9	C2
W	advisory	an	4.3	B1
W	advocacy	n	3.4	C1
W	advocate	nv	4.1	B2
W	advocator	n	0.0	C2
W	advowson	n	0.0	C2
W	adynamia	n	0.0	C2
W	adynamic	a	0.0	C2
W	adz	n	0.0	C2
W	adze	n	0.0	C2
W	adzhar	n	0.0	C2
W	adzharia	n	0.0	C2
W	aec	n	3.2	C1
W	aecial	a	0.0	C2
W	aeciospore	n	0.0	C2
W	aecium	n	0.0	C2
W	aedes	n	0.0	C2
W	aegates	n	0.0	C2
W	aegean	an	4.1	B2
W	aegiceras	n	0.0	C2
W	aegilops	n	0.0	C2
W	aegina	n	0.0	C2
W	aegir	n	0.0	C2
W	aegis	n	2.9	C2
W	aegisthus	n	0.0	C2
W	aegospotami	n	0.0	C2
W	aegospotamos	n	0.0	C2
W	aegypiidae	n	0.0	C2
W	aegypius	n	0.0	C2
W	aegyptopithecus	n	0.0	C2
W	aeneas	n	0.0	C2
W	aeneid	n	0.0	C2
W	aengus	n	0.0	C2
W	aeolia	n	0.0	C2
W	aeolian	an	0.0	C2
W	aeolic	n	0.0	C2
W	aeolis	n	0.0	C2
W	aeolotropic	a	0.0	C2
W	aeolus	n	0.0	C2
W	aeon	n	2.9	C2
W	aeonian	a	0.0	C2
W	aeonium	n	0.0	C2
W	aepyceros	n	0.0	C2
W	aepyornidae	n	0.0	C2
W	aepyorniformes	n	0.0	C2
W	aepyornis	n	0.0	C2
W	aerate	v	2.9	C2
W	aerated	a	3.9	B2
W	aeration	n	3.8	B2
W	aerator	n	4.0	B2
W	aerial	an	3.8	B2
W	aerialist	n	0.0	C2
W	aerially	r	0.0	C2
W	aerides	n	0.0	C2
W	aerie	n	0.0	C2
W	aeriferous	a	0.0	C2
W	aeriform	a	0.0	C2
W	aerify	v	0.0	C2
W	aerobacter	n	2.9	C2
W	aerobatics	n	0.0	C2
W	aerobe	n	0.0	C2
W	aerobic	a	2.9	C2
W	aerobics	n	0.0	C2
W	aerobiosis	n	0.0	C2
W	aerobiotic	a	0.0	C2
W	aerodontalgia	n	0.0	C2
W	aerodrome	n	0.0	C2
W	aerodynamic	a	2.9	C2
W	aerodynamics	n	0.0	C2
W	aeroembolism	n	0.0	C2
W	aerofoil	n	0.0	C2
W	aerogenerator	n	0.0	C2
W	aerogram	n	0.0	C2
W	aerogramme	n	0.0	C2
W	aerolite	n	0.0	C2
W	aerolitic	a	0.0	C2
W	aerological	a	0.0	C2
W	aerology	n	0.0	C2
W	aeromechanic	a	0.0	C2
W	aeromechanics	n	0.0	C2
W	aeromedical	a	0.0	C2
W	aeromedicine	n	0.0	C2
W	aeronaut	n	0.0	C2
W	aeronautic	a	0.0	C2
W	aeronautical	a	2.9	C2
W	aeronautics	n	3.2	C1
W	aerophagia	n	0.0	C2
W	aerophilatelic	a	0.0	C2
W	aerophilately	n	0.0	C2
W	aerophile	n	0.0	C2
W	aerophilic	a	0.0	C2
W	aerophilous	a	0.0	C2
W	aerophyte	n	0.0	C2
W	aeroplane	n	0.0	C2
W	aerosol	n	3.8	B2
W	aerosolise	v	0.0	C2
W	aerosolised	a	0.0	C2
W	aerosolize	v	0.0	C2
W	aerosolized	a	3.4	C1
W	aerospace	n	3.5	C1
W	aertex	n	0.0	C2
W	aery	an	0.0	C2
W	aeschylean	a	0.0	C2
W	aeschylus	n	3.5	C1
W	aeschynanthus	n	0.0	C2
W	aesculapian	a	0.0	C2
W	aesculapius	n	0.0	C2
W	aesculus	n	0.0	C2
W	aesir	n	0.0	C2
W	aesop	n	0.0	C2
W	aesthesia	n	0.0	C2
W	aesthesis	n	0.0	C2
W	aesthete	n	0.0	C2
W	aesthetic	an	4.4	B1
W	aesthetical	a	0.0	C2
W	aesthetically	r	0.0	C2
W	aesthetician	n	0.0	C2
W	aesthetics	n	2.9	C2
W	aestival	a	0.0	C2
W	aestivate	v	0.0	C2
W	aestivation	n	0.0	C2
W	aether	n	0.0	C2
W	aethionema	n	0.0	C2
W	aethusa	n	0.0	C2
W	aetiologic	a	0.0	C2
W	aetiological	a	0.0	C2
W	aetiologist	n	0.0	C2
W	aetiology	n	0.0	C2
W	aetobatus	n	0.0	C2
W	afar	r	3.2	C1
W	afeard	a	0.0	C2
W	afeared	a	0.0	C2
W	afebrile	a	0.0	C2
W	affability	n	0.0	C2
W	affable	a	2.9	C2
W	affableness	n	0.0	C2
W	affably	r	0.0	C2
W	affair	n	4.5	B1
W	affaire	n	2.9	C2
W	affairs	n	4.9	A2
W	affect	nv	4.5	B1
W	affectation	n	2.9	C2
W	affected	a	4.5	B1
W	affectedly	r	0.0	C2
W	affectedness	n	0.0	C2
W	affecting	a	3.6	B2
W	affectingly	r	2.9	C2
W	affection	n	4.2	B1
W	affectional	a	0.0	C2
W	affectionate	a	3.7	B2
W	affectionately	r	3.4	C1
W	affectionateness	n	0.0	C2
W	affective	a	0.0	C2
W	affenpinscher	n	0.0	C2
W	afferent	an	2.9	C2
W	affiance	v	0.0	C2
W	affiant	n	0.0	C2
W	affidavit	n	0.0	C2
W	affiliate	nv	0.0	C2
W	affiliated	a	3.8	B2
W	affiliation	n	3.5	C1
W	affinal	a	0.0	C2
W	affine	an	0.0	C2
W	affined	a	0.0	C2
W	affinity	n	3.6	B2
W	affirm	v	4.0	B2
W	affirmable	a	0.0	C2
W	affirmation	n	3.5	C1
W	affirmative	an	3.5	C1
W	affirmatively	r	2.9	C2
W	affirmativeness	n	0.0	C2
W	affirmatory	a	0.0	C2
W	affirmed	n	3.7	B2
W	affirmer	n	0.0	C2
W	affix	nv	2.9	C2
W	affixal	a	0.0	C2
W	affixation	n	0.0	C2
W	affixed	a	4.1	B2
W	affixial	a	0.0	C2
W	afflatus	n	0.0	C2
W	afflict	v	0.0	C2
W	afflicted	a	3.8	B2
W	affliction	n	2.9	C2
W	afflictive	a	0.0	C2
W	affluence	n	3.5	C1
W	affluent	an	3.2	C1
W	afford	v	4.5	B1
W	affordable	a	0.0	C2
W	afforest	v	0.0	C2
W	afforestation	n	0.0	C2
W	affranchise	v	0.0	C2
W	affray	n	0.0	C2
W	affricate	n	0.0	C2
W	affrication	n	0.0	C2
W	affricative	n	0.0	C2
W	affright	nv	0.0	C2
W	affront	nv	3.2	C1
W	affusion	n	0.0	C2
W	afghan	an	3.4	C1
W	afghani	an	0.0	C2
W	afghanistan	n	0.0	C2
W	afghanistani	an	0.0	C2
W	afibrinogenemia	n	0.0	C2
W	aficionado	n	2.9	C2
W	afield	r	2.9	C2
W	afire	a	2.9	C2
W	afisr	n	0.0	C2
W	afl	n	0.0	C2
W	aflame	a	3.4	C1
W	aflare	a	0.0	C2
W	aflatoxin	n	0.0	C2
W	aflaxen	n	0.0	C2
W	aflicker	a	0.0	C2
W	afloat	a	3.8	B2
W	aflutter	a	0.0	C2
W	afoot	ar	2.9	C2
W	aforementioned	a	3.2	C1
W	aforesaid	a	3.2	C1
W	aforethought	a	2.9	C2
W	afoul	a	0.0	C2
W	afp	n	0.0	C2
W	afraid	a	4.7	B1
W	aframomum	n	0.0	C2
W	afrasian	n	0.0	C2
W	afresh	r	3.2	C1
W	africa	n	4.6	B1
W	african	an	4.4	B1
W	africander	n	0.0	C2
W	afrikaans	an	0.0	C2
W	afrikander	n	0.0	C2
W	afrikaner	an	0.0	C2
W	afrl	n	0.0	C2
W	afro	n	0.0	C2
W	afroasiatic	n	0.0	C2
W	afrocarpus	n	0.0	C2
W	afropavo	n	0.0	C2
W	afspc	n	0.0	C2
W	aft	ar	3.6	B2
W	after	air	6.0	A1
W	afterbirth	n	0.0	C2
W	afterburner	n	0.0	C2
W	aftercare	n	0.0	C2
W	afterdamp	n	0.0	C2
W	afterdeck	n	0.0	C2
W	aftereffect	n	0.0	C2
W	afterglow	n	0.0	C2
W	afterimage	n	0.0	C2
W	afterlife	n	0.0	C2
W	aftermath	n	3.5	C1
W	aftermost	a	0.0	C2
W	afternoon	n	5.0	A2
W	afterpains	n	0.0	C2
W	afterpiece	n	0.0	C2
W	afters	n	0.0	C2
W	aftersensation	n	0.0	C2
W	aftershaft	n	0.0	C2
W	aftershafted	a	0.0	C2
W	aftershock	n	0.0	C2
W	aftertaste	n	0.0	C2
W	afterthought	n	0.0	C2
W	afterward	r	4.1	B2
W	afterwards	r	4.1	B2
W	afterworld	n	0.0	C2
W	ag	n	0.0	C2
W	aga	n	0.0	C2
W	again	r	5.7	A1
W	against	i	5.7	A1
W	agal	n	0.0	C2
W	agalactia	n	0.0	C2
W	agalactosis	n	0.0	C2
W	agalinis	n	0.0	C2
W	agama	n	0.0	C2
W	agamemnon	n	3.2	C1
W	agamete	n	0.0	C2
W	agamic	a	0.0	C2
W	agamid	n	0.0	C2
W	agamidae	n	0.0	C2
W	agammaglobulinemia	n	0.0	C2
W	agamogenesis	n	0.0	C2
W	agamogenetic	a	0.0	C2
W	agamous	a	0.0	C2
W	agapanthus	n	0.0	C2
W	agape	an	0.0	C2
W	agapornis	n	0.0	C2
W	agar	n	0.0	C2
W	agaric	n	0.0	C2
W	agaricaceae	n	0.0	C2
W	agaricales	n	0.0	C2
W	agaricus	n	0.0	C2
W	agassiz	n	0.0	C2
W	agastache	n	0.0	C2
W	agate	n	0.0	C2
W	agateware	n	0.0	C2
W	agathis	n	0.0	C2
W	agavaceae	n	0.0	C2
W	agave	n	0.0	C2
W	agaze	a	0.0	C2
W	agdestis	n	0.0	C2
W	agdistis	n	0.0	C2
W	age	nv	5.3	A2
W	aged	an	4.2	B1
W	agedness	n	0.0	C2
W	agee	n	2.9	C2
W	ageing	an	0.0	C2
W	ageism	n	0.0	C2
W	agelaius	n	0.0	C2
W	ageless	a	3.2	C1
W	agelessness	n	0.0	C2
W	agelong	a	0.0	C2
W	agency	n	4.7	B1
W	agenda	n	3.6	B2
W	agendum	n	0.0	C2
W	agene	n	0.0	C2
W	agenesia	n	0.0	C2
W	agenesis	n	0.0	C2
W	agenise	v	0.0	C2
W	agenize	v	0.0	C2
W	agent	n	4.6	B1
W	agential	a	0.0	C2
W	agerasia	n	0.0	C2
W	ageratina	n	0.0	C2
W	ageratum	n	0.0	C2
W	aggeus	n	0.0	C2
W	agglomerate	anv	3.2	C1
W	agglomerated	a	0.0	C2
W	agglomeration	n	3.4	C1
W	agglomerative	a	0.0	C2
W	agglomerator	n	0.0	C2
W	agglutinate	av	0.0	C2
W	agglutination	n	3.5	C1
W	agglutinative	a	0.0	C2
W	agglutinin	n	3.7	B2
W	agglutinogen	n	0.0	C2
W	aggrade	v	0.0	C2
W	aggrandise	v	0.0	C2
W	aggrandisement	n	0.0	C2
W	aggrandize	v	0.0	C2
W	aggrandizement	n	0.0	C2
W	aggravate	v	2.9	C2
W	aggravated	a	3.4	C1
W	aggravating	a	0.0	C2
W	aggravatingly	r	0.0	C2
W	aggravation	n	0.0	C2
W	aggravator	n	0.0	C2
W	aggregate	anv	3.8	B2
W	aggregated	a	0.0	C2
W	aggregation	n	2.9	C2
W	aggregative	a	0.0	C2
W	aggregator	n	0.0	C2
W	aggress	v	0.0	C2
W	aggression	n	3.9	B2
W	aggressive	a	4.2	B1
W	aggressively	r	3.2	C1
W	aggressiveness	n	3.6	B2
W	aggressor	n	3.2	C1
W	aggrieve	v	0.0	C2
W	aggro	n	0.0	C2
W	aggroup	v	0.0	C2
W	agha	n	0.0	C2
W	aghan	n	0.0	C2
W	aghast	a	2.9	C2
W	agile	a	3.2	C1
W	agilely	r	2.9	C2
W	agility	n	3.4	C1
W	agincourt	n	0.0	C2
W	aging	an	3.5	C1
W	agio	n	0.0	C2
W	agiotage	n	0.0	C2
W	agism	n	0.0	C2
W	agitate	v	2.9	C2
W	agitated	a	2.9	C2
W	agitating	a	2.9	C2
W	agitation	n	3.7	B2
W	agitative	a	0.0	C2
W	agitator	n	2.9	C2
W	agitprop	n	0.0	C2
W	agkistrodon	n	0.0	C2
W	aglaia	n	0.0	C2
W	aglaomorpha	n	0.0	C2
W	aglaonema	n	0.0	C2
W	agleam	a	2.9	C2
W	aglet	n	0.0	C2
W	aglitter	a	0.0	C2
W	aglow	a	0.0	C2
W	agnail	n	0.0	C2
W	agnate	an	0.0	C2
W	agnatha	n	0.0	C2
W	agnathan	n	0.0	C2
W	agnatic	a	0.0	C2
W	agnation	n	0.0	C2
W	agni	n	0.0	C2
W	agnise	v	0.0	C2
W	agnize	v	0.0	C2
W	agnomen	n	2.9	C2
W	agnosia	n	0.0	C2
W	agnostic	an	0.0	C2
W	agnostical	a	0.0	C2
W	agnosticism	n	0.0	C2
W	ago	ar	5.3	A2
W	agog	a	0.0	C2
W	agon	n	0.0	C2
W	agonadal	a	0.0	C2
W	agonal	a	0.0	C2
W	agone	a	3.2	C1
W	agonidae	n	0.0	C2
W	agonise	v	0.0	C2
W	agonised	a	0.0	C2
W	agonising	a	0.0	C2
W	agonist	n	0.0	C2
W	agonistic	a	0.0	C2
W	agonistical	a	0.0	C2
W	agonize	v	0.0	C2
W	agonized	a	2.9	C2
W	agonizing	a	3.4	C1
W	agonizingly	r	0.0	C2
W	agonus	n	0.0	C2
W	agony	n	3.9	B2
W	agora	n	0.0	C2
W	agoraphobia	n	0.0	C2
W	agoraphobic	a	0.0	C2
W	agouti	n	0.0	C2
W	agra	n	0.0	C2
W	agranulocytic	a	0.0	C2
W	agranulocytosis	n	0.0	C2
W	agranulosis	n	0.0	C2
W	agrapha	n	0.0	C2
W	agraphia	n	0.0	C2
W	agraphic	a	0.0	C2
W	agrarian	a	3.8	B2
W	agree	v	4.6	B1
W	agreeability	n	0.0	C2
W	agreeable	a	4.0	B2
W	agreeableness	n	2.9	C2
W	agreeably	r	2.9	C2
W	agreed	a	4.8	A2
W	agreement	n	5.0	A2
W	agrestic	a	0.0	C2
W	agribusiness	n	0.0	C2
W	agricola	n	0.0	C2
W	agricultural	a	4.5	B1
W	agriculturalist	n	0.0	C2
W	agriculture	n	4.3	B1
W	agriculturist	n	0.0	C2
W	agrigento	n	0.0	C2
W	agrimonia	n	0.0	C2
W	agrimony	n	0.0	C2
W	agriocharis	n	0.0	C2
W	agrippa	n	2.9	C2
W	agrippina	n	0.0	C2
W	agrobacterium	n	2.9	C2
W	agrobiologic	a	0.0	C2
W	agrobiological	a	0.0	C2
W	agrobiology	n	0.0	C2
W	agrologic	a	0.0	C2
W	agrological	a	0.0	C2
W	agrology	n	0.0	C2
W	agromania	n	0.0	C2
W	agronomic	a	0.0	C2
W	agronomical	a	0.0	C2
W	agronomist	n	0.0	C2
W	agronomy	n	0.0	C2
W	agropyron	n	0.0	C2
W	agrostemma	n	0.0	C2
W	agrostis	n	0.0	C2
W	aground	ar	0.0	C2
W	agrypnia	n	0.0	C2
W	agrypnotic	a	0.0	C2
W	agua	n	0.0	C2
W	aguacate	n	0.0	C2
W	ague	n	2.9	C2
W	agueweed	n	0.0	C2
W	aguish	a	0.0	C2
W	ah	t	4.3	B1
W	ahab	n	0.0	C2
W	ahead	ar	5.0	A2
W	ahem	n	2.9	C2
W	ahimsa	n	0.0	C2
W	ahistorical	a	0.0	C2
W	ahorse	ar	0.0	C2
W	ahorseback	ar	0.0	C2
W	ahpcrc	n	0.0	C2
W	ahriman	n	0.0	C2
W	ahuehuete	n	0.0	C2
W	ahura	n	0.0	C2
W	ahvenanmaa	n	0.0	C2
W	ai	n	2.9	C2
W	aiai	n	0.0	C2
W	aid	nv	5.1	A2
W	aide	n	3.9	B2
W	aided	a	4.0	B2
W	aides	n	3.5	C1
W	aidoneus	n	0.0	C2
W	aids	n	4.4	B1
W	aigina	n	0.0	C2
